id	B-cells	CD4+ T-cells	CD4+ Tcm	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	Memory B-cells	NK cells	NKT	Th2 cells	naive B-cells	pro B-cells
GSM1595138	0.0299	0	0	0	0	0	0.0206	0	0	0.0077	0	0.0586	0	0.0075	0.0084
GSM1595139	0.0714	0	0.0078	0	0	0.0683	0.0771	0.0037	0.0032	0.0219	0	0.1124	0	0.0211	0.0101
GSM1595140	0.0664	0.006	0.0192	0	0.0058	0.0323	0.049	0	0.0011	0.0288	0	0.0922	0	0.0198	0
GSM1595141	0.0511	0.0202	0.0259	0	0.0135	0.0889	0.1	0.008	0.0042	0.01	0	0.0433	0	0.0099	8.00E-04
GSM1595142	0.2458	0.0415	0.0339	0	0.0545	0.1016	0.1118	0.0241	0.0119	0.0886	0	0.0399	0.0022	0.079	0.0303
GSM1595143	0.0136	0	0	0	0	0.0184	0.0549	0	0	0.0029	0	0.0592	0	0.0036	0.0116
GSM1595144	0.0574	0.0021	0.0101	0	0.013	0.0524	0.0709	0	0.0088	0.0121	0	0.1065	0	0.0151	0
GSM1595145	0.1605	0.0448	0	0.0194	0.0384	0.1072	0.1192	0.0017	0.0126	0.0362	0	0.018	0	0.0632	0.0054
GSM1595146	0	0	0	0	0	0.0937	0.1193	0.016	0.0139	0	0	0.0628	0.0955	0	0.009
GSM1595147	0.0387	0.0132	0.0074	0	0.0147	0.0523	0.0547	0	0.004	0.0105	0	0.0587	0.0059	0.0061	0.009
GSM1595148	0	0	0	0	0	0	0	0	0	0	0	0.1107	0	0.0028	0
GSM1595149	0.1569	0.0792	0.0496	0.0337	0.0525	0.1348	0.1517	0.0275	0.0084	0.0344	0	0.0028	0.0637	0.0424	0.016
GSM1595150	0.1364	0.0075	0.0043	0.0028	0.0174	0.0473	0.0456	0	0.0034	0.0408	0	0.034	0.0483	0.063	0.0131
GSM1595151	0.2052	0.0401	0.0048	0.0217	0.0244	0.0558	0.0696	0	0.0036	0.0586	0	0.0301	0.0212	0.0723	0.0455
GSM1595152	0.0637	0.0307	0.0189	0.0069	0.0395	0.0697	0.0836	5.00E-04	0.0018	0.0108	0.001	0.0162	0.0214	0.0409	0
GSM1595153	0.0947	1.00E-04	0.0026	4.00E-04	0	0.0171	0.0323	0	0	0.0232	0	0.0203	0.0014	0.0162	0.018
GSM1595154	0.2334	0.0626	0.0443	0.0326	0.0538	0.0935	0.0953	0	0.0089	0.0655	0	0.0091	0.0031	0.078	0.0224
GSM1595155	0.0945	0.0236	0.0097	0	0.0375	0.0943	0.0939	0.0159	0.0019	0.0314	0	0.0547	0.011	0.0169	0.0249
GSM1595156	0.1201	0.0048	0.0199	0.0051	0.0017	0.0524	0.0636	0	7.00E-04	0.0238	0	0.0221	0.0537	0.03	0.0107
GSM1595157	0.1409	0.0662	0.0129	0.0346	0.05	0.1471	0.1724	0.0355	0.0101	0.0391	9.00E-04	0	0.0909	0.0333	0.0123
GSM1595158	0.0867	0	0	0	0	0	0.0122	0	1.00E-04	0.0216	0	0.0269	0.0048	0.0209	0.0247
GSM1595159	0.107	0.0395	0.0295	0.0211	0.031	0.0963	0.1168	0	0.0081	0.0275	0	0.007	0.0534	0.0483	0.0058
GSM1595160	0.2223	0.0067	0.0087	0.0021	0.0077	0.0824	0.105	0.0045	0.0017	0.0612	0	0.0315	0.0021	0.084	0.0413
GSM1595161	0.13	0	0	0	0	0.0064	0.0386	0	0	0.0469	0	0.0688	0.0326	0.0502	0.0533
GSM1595162	0.1299	0	0	0	0	0.0193	0.0576	0	0.001	0.036	0	0.0944	0.0029	0.0337	0.0076
GSM1595163	0.2545	0	0.0094	0	0	0.0097	0.0382	0	0	0.0737	0	0.0598	0.0228	0.0802	0.0462
GSM1595164	0.1142	0	0.0045	0	0.0142	0.0123	0.0049	0	0	0.0412	0	0.0659	0	0.0362	0.0239
GSM1595165	0.1673	0.0175	0.0027	0.0083	0.0158	0.0421	0.0724	0	0.0042	0.0442	0	0.0339	0.0648	0.051	0.0339
GSM1595166	0.0837	0.0386	0.0381	0.0209	0.0307	0.0884	0.1044	0	0.0114	0.0224	0	0.0204	0.0184	0.0428	0.0079
GSM1595167	0.0816	0.0063	0.0158	0.0025	0	0.0166	0.0562	0	1.00E-04	0.0186	0	0.0387	0.1471	0.0026	0.0197
GSM1595168	0.0335	0	0.0168	0	0.0059	0.0339	0.0274	0	5.00E-04	0	0	0.0543	0	0.032	0
GSM1595169	0.1149	0	0	0	0.0107	0	0.0078	0	0	0.0301	0	0.1097	0	0.033	0.0101
GSM1595170	0.0115	0	0	0	0	0.0185	0.0674	0	0.0043	0	0	0.0941	0.0344	0	0
GSM1595171	0.017	0	0	0	0.0227	0.082	0.0793	0	0.0026	0	0	0.0613	0.0017	0.0066	0
GSM1595172	0	0	0	0	0	0.0528	0.0692	0.0184	0.0085	0	0	0.0344	0	0.0037	0
GSM1595173	0.1112	0.0026	0	0	0.0087	0.0804	0.0972	0	0.0052	0.0229	0	0.0181	0.0523	0.0453	0.0273
GSM1595174	0	0	0	0	0	0.0174	0.0337	0	0	0	0	0.0803	0	0	0
GSM1595175	0.176	0.0091	0.0175	0	0.0059	0.0248	0.0468	0	0	0.0511	0	0.067	0.0527	0.0552	0.0181
GSM1595176	0.196	0.0505	0.0263	0.0233	0.0326	0.0546	0.0891	0	0.0044	0.0486	0	0.0352	0.0221	0.0655	0.0233
GSM1595177	0.0981	0	0	0	0	0	0	0	0	0.0224	0	0.0811	0	0.0453	0.0166
GSM1595178	0	0.0089	0.0137	0	0.0225	0.1378	0.1313	0.0185	0.0136	0	0	0.0467	0.0619	0	0
GSM1595179	0.1602	0.0437	0.0283	0.0197	0.0394	0.0926	0.1138	0	0.0103	0.0462	0	0.0175	0.0206	0.0578	0.0023
GSM1595180	0.0032	0	0	0	0	0	0	0	0	0.0098	0	0.1208	0	0.0039	0.004
GSM1595181	0.1152	0.0131	0	0.0027	0.0213	0.0612	0.0863	0.0025	0.0045	0.0292	0	0.0552	0.0716	0.0252	0.002
GSM1595182	0.1133	0	0	0	0	0.0038	0.0235	0	0	0.0304	0	0.0468	0.0721	0.0443	0.0259
GSM1595183	0.0618	0	0	0	0	0.0027	0.0283	0	0.0017	0.0107	0	0.1462	0.0736	0.0226	0.032
GSM1595184	0.0161	0.0097	0	0	0.0178	0.1254	0.1385	0.0299	0.0109	0	0	0.0472	0.0865	0.004	9.00E-04
GSM1595185	0.2629	0.0239	0.0094	0.0231	0.0035	0.0979	0.1353	0.039	0.0175	0.0791	0	0.0215	0.1257	0.0733	0.0267
GSM1595186	0.0266	0	0	0	0	0	0	0	0	3.00E-04	0	0.1231	0	0.0154	0.001
GSM1595187	0.1078	0.0403	0.0229	0.0159	0.0297	0.1613	0.1554	0.0182	0.0132	0.028	0	0.029	0.0279	0.054	0.0046
GSM1595188	0.0584	0	0.0027	0	0.0056	0.0805	0.0609	0	0.015	0.0184	0	0.0484	0	0.0264	0.0051
GSM1595189	0.2247	0.0267	0.0258	0.0103	0.0161	0.0416	0.0562	0	0.0041	0.0652	0	0.0196	0.0226	0.0767	0.0495
GSM1595190	0.2553	0.0342	0.0107	0.019	0.0227	0.0613	0.1063	0	0.0035	0.0713	0	0.0289	0.0757	0.0784	0.0442
GSM1595191	0.0763	0	0.0038	0	0.0107	0.0086	0	0	0	0.0142	0	0.1081	0.0177	0.0281	0.018
GSM1595192	0.0638	0.0098	0.0138	0	0.0133	0.0518	0.0589	0	0.0036	0.0045	0	0.0525	0.0083	0.039	0.0052
GSM1595193	0.1729	0	0.0099	0	0.0041	0.009	0.017	0	0	0.0632	0	0.0798	0	0.0402	0.0264
GSM1595194	0.2204	0.0299	0.0175	0	0.0134	0.0998	0.1081	0.0175	0.0192	0.0845	0	0.0069	0	0.0424	0.0337
GSM1595195	0.14	0	0	0	4.00E-04	0.0611	0.0728	0.0088	0.0099	0.0496	0	0.0393	0.0056	0.0547	0.0244
GSM1595196	0.1403	0	0	0.0018	0.0049	0.0326	0.0608	0	0	0.0375	0	0.0587	0.0397	0.044	0.0217
GSM1595197	0.1242	0.0191	0.0122	0	0.0231	0.0821	0.128	0.0113	0.0039	0.0422	0	0.0731	0.0512	0.0436	0.0179
GSM1595198	0.2002	0.0574	0.0763	0.0294	0.0338	0.0658	0.095	0	0.0078	0.0554	0	0.0099	0.0481	0.0571	0.0381
GSM1595199	0.2346	0.012	0	0	0.0016	0.1024	0.0975	0.0272	0.0085	0.0739	0	0.0061	0.0756	0.0874	0.0355
GSM1595200	0.0063	0	0	0	0	0.0038	0.0183	0	0	0	0	0.1107	0.0227	0	0
GSM1595201	0.1319	0.023	0.0206	0.0195	0.0103	0.0502	0.0796	0	0.0037	0.034	0	0.0499	0	0.06	0.0159
GSM1595202	0.128	0	0	0	0	0	0.004	0	0	0.0415	0	0.1141	0.0292	0.0391	0
GSM1595203	0.1505	0.0242	0.0224	0.0091	0.0374	0.0738	0.088	0	0.0025	0.0562	0	0.0854	0	0.0628	0.0062
GSM1595204	0	0	0	0	0	0	0.0139	0	0	0	0	0.0519	0.0561	0	0.0035
GSM1595205	0.0072	2.00E-04	0	0	0.0045	0.1131	0.1067	0.0212	0.0053	0	0	0.0478	0.1106	0	0
GSM1595206	0	0	0	0	0	0	0	0	0	0	0	0.1616	0	0.0019	0
GSM1595207	0.129	0	0.0088	0	0.0054	0	0.0138	0	0	0.051	0	0.031	0	0.0379	0.0213
GSM1595208	0.0807	0	0.0179	0	0.0029	0.0185	0.0273	0	0	0.0175	0	0.057	0	0.0296	0.0151
GSM1595209	0.051	0.029	0.0284	0.0069	0.0234	0.094	0.1055	0.0208	0.004	0.0081	0.0093	0.028	0.0103	0.0254	0
GSM1595210	0.0059	0	0.0061	0	0	0.0084	0.0161	0	0	0	0	0.0527	0	0.0126	0
GSM1595211	0.1473	0.0288	0	0.0088	0.0262	0.0673	0.0889	0	0.0072	0.0378	0	0.0576	0	0.056	8.00E-04
GSM1595212	0	0.0401	0.0291	0.0153	0.0385	0.108	0.1092	0.0174	0.0021	0	0.0024	0.0166	0.0349	0	0
GSM1595213	0.0139	0	0.0137	0	0	0	0.0013	0	0	0	0	0.0928	0	0.0062	0
GSM1595214	0.1292	0	0	0	0	0.0342	0.0444	0.017	0	0.0283	0	0.0693	0.0128	0.0558	0.0132
GSM1595215	0.2017	0.0473	0.032	0.02	0.0361	0.0644	0.074	0	0.0066	0.0459	0	0.0192	0.024	0.0468	0.0518
GSM1595216	0.07	0	0	0	0	0	0.006	0	0	0.0249	0	0.1139	0.0213	0.0014	7.00E-04
GSM1595217	0.1308	0	0	0	0	0	0.0351	0	0	0.031	0	0.0155	0.0851	0.0109	0.0424
GSM1595218	0.1377	0.0113	0.0258	0.0085	0	0.0384	0.0708	0	0.0031	0.0321	0	0.0297	0.0589	0.0036	0.0212
GSM1595219	0.1879	0.0234	0.0124	0.0107	0.0189	0.0605	0.0873	0	0.0088	0.0687	0	0.0114	0.031	0.0638	0.0328
GSM1595220	0.1495	0.0189	0.0019	0.0101	0.0153	0.0661	0.0941	0.0056	0.0025	0.0474	0	0.0467	0.0532	0.0306	0.0225
GSM1595221	0.1009	0	0	0	0	0	0.0338	0	0	0.0282	0	0.089	0.0711	0.0013	0.0182
GSM1595222	0	0	0	0	0	0	0.0052	0	0	0	0	0.1036	0.0028	7.00E-04	0
