group	EIF2AK2	IFI44	IFI44L	IFIT3	IFITM3	PARP9	PRIC285	TRIM22	XAF1	ZBP1
case	8.65143547	8.39800138	7.45458204	9.32223285	9.25389062	9.16026913	9.22530536	8.83441619	8.90606287	8.57252201
case	9.33266921	10.4051723	9.64897469	10.080191	11.9320367	9.88661918	9.10774014	9.26895052	9.79056289	9.11069702
case	10.82798	12.3084511	11.6317269	11.3672382	13.0227826	10.5483976	10.4506512	10.3152041	11.6955611	9.85196723
case	11.5882816	13.190616	12.337761	12.7144874	14.1701251	11.2804008	11.2253489	11.3119608	12.0041209	11.12938
case	8.80739783	10.881245	10.8785047	11.0336974	12.893896	10.2486535	10.7435913	10.1190092	11.0959657	8.99110195
case	8.86122575	10.8378355	10.6876883	11.1665217	13.1837042	10.3610236	10.299481	9.89882681	10.7656753	9.03057133
case	11.2649091	13.0806192	13.5352606	13.1900511	14.1437648	11.459885	11.870026	11.0301597	12.4299339	11.6820767
case	10.7630182	12.2103417	12.1642663	12.6370303	13.7945087	11.1723191	10.6684295	10.6647426	11.3292692	10.8613227
case	10.7674882	11.9165486	12.6304385	12.3136393	13.4203071	10.9103111	11.3702551	11.0693914	12.0322023	10.5451398
case	9.39002539	9.82258781	10.1748498	10.7259722	12.2903223	9.4378577	9.54494264	10.0986699	10.1575922	9.45382893
case	9.33387963	10.5814911	10.6275882	11.2370427	13.1985124	11.0448325	10.6219554	10.5228661	10.5785922	9.97911054
case	11.3244908	11.9290863	12.3005877	12.4811436	14.3388607	11.382145	11.2964695	11.4942584	12.2687267	10.1487339
case	9.42703091	10.7296999	10.257038	10.9043205	13.6311925	10.3950778	10.533651	10.0673903	10.194368	9.25326506
case	9.80816867	11.1891306	11.4418368	11.8170902	13.5913329	10.2393124	10.1305707	9.91014823	11.3102338	9.87133142
case	10.8207354	12.2650772	12.4628724	12.1858371	14.1936899	10.9020207	10.9506234	11.1920123	11.3652217	10.8540918
case	10.5435708	11.8360635	12.4895762	11.368655	13.7986467	10.3192256	10.8914958	10.5383678	11.4244095	10.4581159
case	10.9826305	12.1760106	12.6929749	12.4621271	14.1367946	10.9591388	11.5355124	10.6242938	12.1685041	10.5216072
case	9.65684422	11.1126603	10.8959407	10.54218	12.6252976	10.1620946	10.1453325	10.2268889	11.1303799	9.8355953
case	8.14280756	9.33344615	8.60308196	9.4955179	11.3309064	9.79226926	9.47588873	9.48263779	8.56399253	8.36311381
case	9.94911609	10.9541533	11.8421268	11.3767315	13.0846708	10.5907895	10.7195906	10.3045543	11.2949747	9.98260076
case	10.6479979	11.6426608	12.2769197	12.0372979	13.3393013	10.6470379	10.9361526	10.833859	11.70146	10.2433657
case	11.0378819	12.8446267	12.5629901	13.5787742	14.5362916	11.1399491	12.1560717	11.6290103	12.1767554	12.0182205
case	10.4014204	10.0090768	9.47604832	10.2426704	12.6262816	9.9785313	10.4169999	10.0635371	10.5683634	9.19900121
case	10.5560469	11.9208433	12.7628791	11.6720314	12.2420263	10.4691508	10.7482772	10.7129253	12.0353369	10.2311051
case	10.9891343	11.7996249	11.9505243	11.2781691	12.7830903	10.3365088	10.7204285	10.2514826	12.1353417	10.2010887
case	8.56008351	8.86135687	7.98231278	9.44359636	12.069457	9.79174311	9.71105018	9.86309459	10.1284777	8.66478649
case	9.29126309	9.5476761	9.42356216	10.1379906	12.8182666	10.0048913	10.0877209	9.47651009	10.3136113	9.45603274
case	9.41644288	10.9100057	10.8250717	11.1063119	13.1826651	10.0494413	9.93111388	9.93671552	10.448078	9.75670513
case	10.3335102	11.2372071	11.8076064	11.8719745	13.3821719	10.4149378	10.2890602	9.3257117	11.571219	10.2808207
case	8.61666201	9.09120496	8.04017255	9.77626368	11.9835155	9.66355663	9.30597593	9.41527747	9.50797624	8.3883003
case	9.52162133	10.3801886	10.8944226	10.698511	12.3468299	10.1223933	9.91638282	10.1273903	10.4571215	9.84226101
case	8.09533132	7.82962023	7.57048871	8.31713507	11.491291	8.97211188	9.33258695	8.89869357	8.94578386	8.54914228
case	11.1835577	12.0344473	12.6728767	12.6512259	13.5114854	10.9554235	11.2664321	10.8957814	12.1227218	10.6113276
case	11.0999	12.4075922	12.8309894	12.5986327	14.3253597	11.2994504	11.3345694	10.985211	12.2528088	10.9730023
case	10.8676811	12.0086362	12.6909438	11.742126	13.439499	10.7273165	11.1448048	10.1472854	11.6359665	10.3971362
case	10.7659635	12.0253301	11.990353	12.062083	12.9549433	10.7841187	10.5956317	10.4500548	11.3907612	10.5400351
case	10.0104389	11.4447017	12.0599737	11.0129694	11.9406063	10.5805964	10.2213386	10.659211	11.5525073	9.42273995
case	11.8062781	12.5199492	13.4331063	13.016671	14.0218259	11.8764224	11.9614699	11.2322128	12.1810385	11.9058806
case	9.26727571	9.50848857	8.66314046	9.48439769	12.8290654	9.94824872	9.41784525	10.1007862	9.60998844	9.40294437
case	10.4431155	11.3111429	11.4557828	11.152386	11.4591905	10.142662	10.354626	10.1302596	10.7054582	10.0418633
case	11.5558094	12.5824566	13.0682029	12.4391518	14.2698963	10.6169382	11.1767262	10.8978111	11.8883275	11.2183399
case	10.6471588	11.7684873	12.1746159	11.7917115	12.5067494	10.5321402	10.8659165	10.7867504	11.4154836	9.35479451
case	10.2407822	11.1086746	10.4496353	11.4991474	12.0102724	10.2301131	10.1189358	9.91637966	10.7161494	10.0808268
case	10.6985328	11.2000576	12.0584922	11.8547045	12.9064788	10.788129	10.5984411	10.523442	11.4693626	10.7634493
case	9.58196062	10.4447744	10.3247967	9.96658447	10.8133227	9.6121484	8.7907176	10.1068065	9.39917555	9.01137314
case	11.8097765	12.6691645	13.0831606	13.5554153	14.0547831	11.1524142	11.4081902	10.7208385	12.2169576	11.9489225
case	9.89424838	11.2684662	11.0035711	10.828543	13.2563426	10.2399827	9.8486524	10.3107281	10.7427515	9.40173443
case	11.2055304	12.7146761	13.0767277	12.4590376	13.9742551	11.1222506	10.7909073	10.7565502	11.6498306	10.8603197
case	11.0990335	12.6660933	13.2844953	11.976107	14.0572254	11.2858006	11.5209505	11.1831668	11.964625	11.4156155
case	9.94657691	11.1074977	11.9325187	11.4727286	12.6630373	10.4682291	10.6160791	11.1361763	11.3605578	9.77946831
case	10.3174659	12.021341	12.6099524	12.2150612	14.0625418	11.1054935	11.2406642	11.1414098	11.647847	11.0007327
case	9.84791963	9.1761666	9.08505191	10.4725534	11.8341965	9.57465038	10.1946833	8.82446105	9.68467747	8.41570228
case	11.4649077	12.5331276	13.3337387	13.2532449	14.4220346	11.4058665	11.1734007	11.3816228	12.3500257	11.3611516
case	10.7510006	11.0547762	11.4811709	11.5814283	11.4694627	10.0530681	9.75736491	9.90405066	10.7575088	9.0080961
case	10.495972	12.3148788	12.3381304	11.9434733	13.6085631	11.0310548	10.9066451	10.8632495	11.4318208	9.3010502
case	11.021236	12.2186017	12.3969251	12.9344741	14.3849886	11.427133	11.2792129	11.5783304	11.9571426	11.0767737
case	11.6979281	12.9021531	12.956529	12.517831	14.4163249	11.5030659	11.4666226	10.7845217	12.6054444	11.2426637
case	10.8695593	11.5180097	11.8987003	11.8109007	13.6791247	10.8832868	10.7347188	10.2090169	11.5343008	10.3666518
case	10.492896	11.2435743	10.8245439	11.4269677	13.2638512	10.183647	10.2937128	9.64294194	10.5798671	9.62089481
case	9.88556693	11.0874724	10.4968504	10.4596016	12.2671369	9.11888724	9.09215747	9.6907149	10.2741061	9.24405532
case	10.6477995	12.4406279	12.4513494	11.7438998	13.6155175	10.780157	10.634034	10.7715704	11.6236065	9.98099485
case	10.9324572	12.11757	13.1817717	12.8926695	13.873355	10.9710826	10.6327326	11.593643	12.6841541	11.3254199
case	9.29217064	8.87423521	8.40055964	8.86536297	11.4090602	9.5206041	9.16342078	8.54468636	8.73831487	8.16996906
case	10.7145256	11.5242633	12.654379	11.5407435	12.8635297	10.3986602	10.575191	10.4522582	11.5303525	9.99430192
case	9.20614961	8.79967139	8.9319789	9.86563397	12.8485411	10.5220174	9.74623335	10.8701162	10.0722645	8.52898914
case	9.54729814	10.5639111	10.4170637	11.1825423	13.7311328	10.747166	10.3098772	10.8737026	10.6611292	9.84025929
case	11.1832157	11.9032014	12.5017982	12.9383049	14.0085234	10.5668406	11.187504	10.726559	12.2526066	11.067874
case	9.85974049	10.5236989	10.4841666	11.0658609	11.1693223	10.0893233	10.5136582	10.0747833	10.4268908	9.71361322
case	10.6198776	11.8428871	12.1917175	12.5652643	13.7613086	11.2988179	11.2763807	11.0569663	12.3782125	11.0654249
case	10.0278224	11.8894027	12.31996	12.0629049	14.2813766	10.9050936	10.5619252	11.0328679	11.6321913	10.1055186
case	9.46708729	8.97431575	8.52396561	9.69746746	11.9383135	9.33596107	9.62573499	9.1125594	9.12481209	9.05107636
case	10.493914	11.7903741	11.8137436	10.640753	13.0409763	10.413781	10.1757044	9.90347842	10.9438437	9.74232316
case	11.1089409	12.2993479	12.4362916	12.8139839	14.4680669	11.2019433	10.8753171	11.184333	12.0172389	10.835563
case	9.57469419	9.89497236	9.07939393	10.3185616	12.493755	8.79638445	9.32032806	9.55468314	9.7993012	7.66771488
case	11.4138864	12.4787298	12.6917652	12.0839143	13.4629653	10.9892627	10.6175565	10.7892447	11.560175	10.6578637
case	9.84828095	11.5225065	11.6193561	11.4475775	13.5575691	10.2323314	9.78654659	10.0042644	10.8600517	9.57611211
case	9.00272639	9.93731526	9.9562902	9.42564133	10.7651067	9.48577474	8.92876025	9.42462649	10.0262993	8.54644526
case	10.8429548	11.909212	12.2705965	11.7107939	13.391752	10.4850685	10.6317135	10.3678834	11.4567961	10.413832
case	10.4973465	11.9283978	12.1193859	11.7761407	13.4253812	10.7896611	10.630395	10.6955631	11.0830779	10.2446271
case	10.5610121	10.9592748	10.9395421	11.681797	10.8483921	10.5228892	10.6692408	9.88440541	11.1731846	9.63158483
case	10.2198536	11.0025861	11.5355571	11.537122	13.1841851	9.78636774	10.131228	10.5952268	10.9921177	10.0665472
case	11.2366878	12.2175204	12.4121618	12.1884447	14.1189682	10.9959753	10.9614545	10.5123193	12.1014332	11.0129004
case	10.805716	11.8605409	12.1406584	11.5711576	13.3639604	10.4403672	10.6306451	10.2611419	11.21472	10.1990662
case	10.1214765	10.8188331	10.8458316	11.283766	12.6993283	9.928889	10.1430312	9.43139913	10.4753537	9.89223103
case	11.7710352	12.8289144	12.7678908	12.1946694	13.5825726	10.8238794	11.4966888	10.9797631	11.8321851	10.7785747
case	10.5201578	11.7637721	11.963315	11.3945539	12.6784621	10.4937019	10.1474247	10.706828	11.198911	9.84460824
case	10.4745253	11.5248631	11.9388666	11.7497152	12.5540323	10.0502259	10.6231217	10.0034083	11.2793231	9.5649278
case	10.5470162	11.6349627	11.6228242	11.5770228	13.4014823	10.5204143	10.8791442	10.1851929	10.6707459	9.08528867
case	10.6770007	11.6480026	11.7341541	11.2949705	12.7214448	10.3166863	10.2344235	9.72509271	11.3290827	9.99088784
case	10.5356016	11.3190882	11.4035823	11.5458329	13.3538689	9.54025422	10.7058878	10.5377708	10.6512504	9.92069481
case	10.3294289	11.4802007	11.7437946	11.3798713	12.8356418	10.2419528	10.0238893	9.93450018	11.0478625	9.4145268
case	10.8725973	13.0852291	13.460618	12.9501381	14.0828978	11.2188844	10.9978479	11.1226909	12.2573241	11.042926
case	10.3626526	12.0981776	12.3143084	11.6284936	13.3408907	10.7881435	10.4573585	10.7433235	11.1034505	10.1673293
case	11.0833661	11.8848538	12.5080066	11.8265617	13.616955	10.6586513	10.7070475	10.3619055	11.780555	10.5269231
case	8.35535099	7.65626857	6.85381079	8.65954079	11.3106349	8.85752383	9.10394697	7.73850878	7.4389321	8.05903643
case	9.73809728	10.3528408	9.82758701	10.8345761	11.6820015	9.66048664	10.1031308	9.59273259	10.1157893	9.43354523
case	10.3635302	11.8028131	11.9625973	11.7161562	13.353176	10.5406915	10.6278012	10.8130886	10.9778789	10.3759999
case	8.98809789	9.74399447	9.49187116	10.6291376	12.6488393	10.0230644	9.31605765	9.18048654	10.2038237	8.40488515
case	10.939626	11.4026082	11.3714448	11.6813277	13.3979295	9.85571525	10.3201161	9.24932137	11.0819935	9.8860851
case	10.4100499	12.3823256	12.4636872	12.2918334	14.0267193	10.9253092	10.4783686	10.6281909	11.3126675	10.8362772
case	10.2051	11.2967266	11.7722049	11.7237581	12.9353537	10.8461467	10.7935437	10.6808248	11.2562314	10.3269486
case	10.0649518	10.1954416	9.47219391	10.3033702	13.7893796	10.2424192	9.49328706	10.4746493	9.66396764	9.51714675
case	11.0793491	12.3911184	13.0470374	12.8751271	13.9387961	11.2513916	10.7749104	10.8869961	11.510607	10.8976878
case	10.9028768	11.8586953	11.821814	12.1215199	14.035286	10.9685716	11.0016929	10.6835499	11.0541867	10.0550473
case	11.969556	12.590546	12.9148473	13.2302762	14.427364	11.3080511	11.6201109	11.3200918	12.1113811	11.4524917
case	9.27955681	10.0887176	10.0761907	10.3768496	12.0816476	9.31772887	10.1289319	9.22442409	9.98477669	9.41321388
case	10.6253399	11.7717753	11.7347209	11.9299315	13.3430723	10.1558761	10.5543167	10.5937913	11.8067505	9.91278162
case	10.0932311	11.249508	11.3992311	11.1174023	13.1908117	10.3485693	9.45028549	9.82707862	11.5008767	9.46521059
case	10.1028165	10.4520579	10.3287589	11.0718036	11.3778484	9.90471949	9.98839237	10.1276446	10.3600086	9.45970617
case	10.7005089	11.8335614	13.4301736	12.8008259	14.1909629	10.6577709	10.9479374	10.7437678	11.4374656	11.0635951
case	10.3961721	11.7087451	12.5600561	12.290072	13.4052649	10.3619719	11.0921236	10.3463138	11.7044155	10.6344072
case	9.99980166	11.2296161	11.3181151	11.3524759	12.9068085	9.9734955	10.4155023	9.70490874	10.9439501	10.0510419
case	9.10849738	9.95844139	9.83396806	10.2262873	11.7100884	9.46502942	9.48570093	9.44114786	10.1221779	9.29966436
case	10.2098411	11.9931924	12.2681692	12.3239776	14.0545935	10.6367477	10.9711884	10.8018413	10.985576	10.4944451
case	10.3696751	11.4569191	11.7329606	11.8078055	13.58914	10.545784	10.6746604	10.1972117	11.4554136	10.0377926
case	10.538138	11.0896805	11.8369401	12.7403463	13.6684341	10.9050515	10.7534422	10.0736355	11.1988122	10.1370132
case	9.75777027	10.9843865	11.155184	10.9878408	12.7812258	10.6478996	10.0658001	10.8295348	10.5164441	9.23793731
case	9.32843346	10.4927325	10.4877108	10.3061413	12.6327815	9.4090068	10.1076185	9.8524753	10.6877049	9.25447005
case	11.3879843	12.1903484	12.2434226	13.0590751	13.6266814	11.2472738	11.0724836	10.4366207	12.177431	10.6395359
case	10.8346655	12.7965133	12.8888693	13.6953365	14.9177811	11.2675129	10.9954121	11.0740939	12.1018549	11.6677036
case	8.33024751	8.40774103	7.30505416	7.39229021	9.93296566	7.86463733	8.59547782	9.19010831	8.75427931	7.91905514
case	10.4446429	11.7286345	12.5575129	11.8664103	13.0227758	10.6223779	10.457411	10.7485911	11.4612731	10.2036245
case	12.5524533	12.7425374	12.8169686	13.9266458	14.2190515	11.9852878	12.4166982	11.1298247	12.6045965	12.3536486
case	10.0567613	11.3427856	11.823256	11.9965557	13.1750702	10.5019487	10.8310447	10.4397252	11.3647505	9.5540541
case	10.6678849	12.0979877	12.889851	12.4145756	14.2360267	11.0073355	10.146444	11.0451381	11.6676335	10.6755083
case	10.3980581	12.5450046	12.8451741	12.1441802	13.9925825	10.9636787	10.5710666	11.352994	11.9071418	10.5501057
case	10.8549252	12.2969403	13.0329168	12.7778157	13.9828473	11.0608885	11.0204939	10.5047409	12.2363412	10.9228751
case	10.756634	11.6048769	12.6454455	11.8712978	13.2699361	11.2777593	10.9372841	10.2646817	11.6596864	10.073011
case	9.61273552	9.86280352	9.68645319	10.1599766	12.0036261	9.42651655	9.62997333	9.46731609	10.335388	9.27889607
case	10.2644112	11.8037115	12.3162758	12.0187626	12.9102997	10.2936547	10.53179	10.6321825	11.0386998	9.47734586
case	11.1970868	12.6600847	12.5777612	12.8095687	14.4114065	11.2674361	11.6133184	11.3747318	12.0318757	11.4643072
case	11.069054	12.4863313	12.9239484	12.6813669	13.648384	11.1792462	10.8118623	11.6012287	11.9389742	10.7366234
case	10.9496442	11.9373215	12.6011963	12.5157493	13.7462755	11.0989406	11.1030959	10.5684259	12.0292305	10.8567633
case	11.3578269	12.6564476	13.0752655	12.5902246	14.3091614	11.2998915	11.5235768	10.8985379	12.4639015	10.65255
case	10.7897022	11.6394853	12.2607736	12.557876	13.3772892	10.9432622	10.7636869	10.3587399	11.6701447	10.4052782
case	8.50242662	6.89359852	5.76823004	8.33827346	12.6129261	9.62521222	9.31598879	8.22318419	5.92050142	8.81545113
case	11.1150181	11.4468189	12.2322561	12.235119	14.0715883	11.2617274	10.009806	11.1298599	11.2610907	9.82774416
case	9.69991096	11.2964941	11.7874413	11.1853864	13.5329616	10.1912147	10.254221	10.4208551	10.3019495	9.92712141
case	10.1167439	11.0585022	10.7347528	11.3285178	13.2431559	9.96035991	10.1355818	10.3056809	10.8445506	9.97935166
case	10.4816834	11.6771594	11.9672372	11.6239408	13.2002888	10.5398794	10.6581476	10.8016256	10.8117144	9.86630094
case	10.851507	11.7628338	12.202821	11.8976185	11.4233118	10.7307417	10.5990802	10.6313182	10.7644663	10.0627932
case	10.6932309	11.8379673	12.0339604	12.4924939	14.0074298	10.7705516	10.9066424	10.9153118	11.049096	10.3678588
case	10.4210928	11.3058932	12.5644257	11.8997383	12.9043991	9.90081777	11.0139676	10.5324631	11.4800869	10.2697976
case	11.1008711	12.6577607	12.7418983	12.488365	14.3399603	11.197776	11.4705036	11.3354609	11.6670387	10.7549215
case	9.95353208	11.2285548	11.9487138	11.0145693	13.2962973	10.389098	10.6796218	10.9740676	11.0542916	9.56289946
case	9.86893484	10.7320088	11.4203457	10.8242081	11.2504159	10.2600867	9.79614424	10.2554511	10.9352492	9.90095599
case	10.8641258	12.2035748	13.3647001	12.7374095	14.3069498	11.1550943	11.2299009	11.1253517	11.5579734	11.3471813
case	10.4064525	11.7498243	11.9189085	12.1110541	13.3194806	10.3893152	10.6174227	10.7376176	11.5543803	11.0337853
case	9.02320956	8.00429034	6.64138246	8.00636311	11.6647823	8.90744909	9.50275618	7.68529653	7.89958319	8.09735853
case	10.1883232	11.4022036	12.0211714	11.4886339	13.4324413	10.7079349	10.1400441	10.7602259	11.1751202	10.0937283
case	10.4564071	11.4061092	11.7600663	11.8942945	13.294373	10.3799857	11.0372693	10.8932567	11.1131099	10.5477981
case	10.4686239	11.6250548	12.0542495	12.0802551	13.3693892	10.5582228	10.3093028	10.715954	11.5976456	10.5065672
case	11.3392462	12.87306	13.3241596	13.2874012	14.4904609	11.6929208	11.749963	11.6900646	11.8784812	11.9245845
case	6.7618447	8.05324155	6.9151349	8.66972213	11.5512977	8.75952867	9.32942197	8.79451534	9.29045568	8.80794833
case	10.7396861	12.053613	12.3670414	11.922013	13.0301698	10.8269284	10.4007905	10.5366525	11.1721782	10.6106053
case	9.87642545	10.3470388	10.7511162	10.4777119	12.5044243	9.79624276	9.83276376	10.1102183	10.9388339	9.16503349
case	10.4563436	12.365757	11.8899455	12.039048	13.5969711	10.7891106	10.8710217	10.6731512	11.7307751	10.9175349
case	11.2214752	12.2768225	13.0213364	13.1151707	14.3363477	11.1128674	11.2559747	11.5933522	11.8854868	11.5729905
case	11.7003237	12.345372	12.7500721	12.8264839	14.5406607	11.1752181	11.3695129	10.5769071	11.6681995	11.2230768
case	10.2521393	12.2835892	12.2567192	12.1699216	13.5113826	10.6157536	10.1643078	10.8268199	11.4436046	10.4027043
case	10.0926219	11.1659062	10.9055375	10.7446669	11.0617872	9.87666664	9.28423715	9.63109108	10.7689684	8.98969982
case	10.7247044	12.2175676	12.1852252	12.1976388	13.4869594	10.4919259	11.0607113	10.6322825	11.3457821	9.9511093
case	11.5693879	12.4463084	13.1455915	12.590184	13.8035393	11.1112726	11.4605342	11.603864	12.5487378	10.8068244
case	10.2480732	11.6375271	12.7594326	12.8239804	13.9716637	10.9760973	10.1879394	10.2320775	11.9381938	10.7066306
case	10.7797891	12.1199259	12.7115534	12.0748135	14.0682986	10.6553126	10.7790336	11.1631323	11.975904	10.6895158
case	9.86608587	10.3489044	10.659055	11.0456702	12.1221964	10.3085319	9.50718961	9.81623435	10.4273797	9.52731354
case	9.62901276	10.7160707	11.9684465	11.7504701	14.0008411	10.7326233	10.6422448	10.6038065	11.3288381	10.0118565
case	8.91629938	8.96520976	8.46948662	10.2990233	11.9779069	10.0729774	10.1980211	9.70885371	9.52730379	9.37169541
case	9.19899405	11.114245	11.5582278	11.7770368	14.0302157	11.3584072	10.3975215	10.5002066	11.1927538	9.877582
case	10.2252662	11.8305852	12.7590612	11.9135957	14.1523575	11.2112153	10.0713517	10.8902122	11.7103129	10.0571433
case	9.38320369	10.3435544	9.5105839	10.7183523	12.6908528	9.56946033	10.313666	10.0291219	10.3131725	9.1703992
case	10.2863532	11.122035	11.3153251	11.8969922	13.0899121	10.5439117	10.5842866	10.0718769	10.4080894	9.9272538
case	10.6457027	10.6690462	11.6657423	11.2951285	11.8663863	9.32235037	10.1066637	10.2243727	10.8384946	9.11994022
case	10.3068803	10.7096287	10.1095615	10.4329713	12.3433906	9.88623402	9.97188881	9.99304413	10.5664622	9.39913045
case	9.8311947	11.7587595	11.4127285	11.2316993	10.8915833	10.4612889	10.6240729	10.6558634	11.1689139	9.72277283
case	10.6988717	12.3463616	12.5623426	12.0543524	14.4616948	11.2103168	11.447392	11.1067348	12.2899629	10.8386136
case	10.5963796	11.8337069	12.4461697	12.4909669	14.0590404	10.5043765	10.7912836	10.7503117	11.7844599	10.3223753
case	10.2476494	12.0122401	12.6434613	12.2348853	14.0136226	11.3415427	10.9488783	11.2568196	11.6208991	10.2906698
case	9.53425882	10.0093645	10.4184114	11.1116924	12.5206485	10.8066963	10.6483663	10.0980573	10.2754768	9.59465507
case	7.98783953	8.08150208	6.35780164	7.2685603	11.118201	8.41620553	8.04996195	8.92042525	8.82852673	8.42037416
case	9.59246771	10.1364729	11.1176217	11.0727947	12.0695793	10.0021374	9.86974941	9.54137607	10.6806463	8.91399524
case	9.87440654	11.3217316	10.9068352	10.5261832	12.0380883	9.83286047	9.29230819	9.97286542	10.8227704	9.45230038
case	10.5968909	10.9552053	11.2843485	11.6219836	11.7457704	10.4951983	10.7288089	9.99808093	10.8352288	9.98603267
case	9.16718312	9.90740637	9.711284	10.9241652	11.6567159	9.66844702	10.0079263	9.14944004	10.4083772	9.61964428
case	9.29899021	10.8860493	9.92331536	10.5339321	12.5160678	9.99795193	10.5253615	9.55945025	9.94145539	9.63073817
case	11.106939	12.2251204	12.7654154	11.7735952	13.4074211	11.0549325	11.2929992	10.7379347	12.2929168	10.7222972
case	11.7472607	12.0660068	12.7046148	13.5025074	14.7652076	11.1032828	11.2186983	10.7062724	12.615911	11.4789524
case	9.69634574	10.7098754	11.2885554	11.4796346	13.525829	9.5684646	10.106477	10.3743296	10.9284099	9.47567192
case	10.605145	11.7434803	12.8457608	11.7666545	13.7905548	10.6208454	10.9245	10.3466007	12.1643028	10.7105491
case	10.4610469	11.5960235	12.0386128	11.9881717	13.6956688	10.7109611	10.3490098	10.60893	11.5153891	10.2165101
case	7.88893613	9.21012643	9.67604219	9.60994767	11.6700567	10.3112565	9.7175213	9.80144298	10.4900199	7.68013235
case	10.3132531	12.2952446	12.3482924	12.4368998	14.0925544	11.0739883	10.7366804	10.9056624	11.5356526	10.3446822
case	10.4310417	10.0501639	10.3632826	11.6279253	12.7596658	10.7281155	10.313755	9.92376829	10.1092384	9.27047047
case	10.5490433	12.0449382	12.6734623	12.5238777	13.8316437	11.1603854	11.1938946	11.2931062	11.8305832	11.0599302
case	11.0511155	11.3827109	11.431395	12.1380944	14.2020731	10.9664712	10.7015446	11.5663064	10.4772888	10.297287
case	9.77541621	10.5018996	11.2554988	10.867915	12.8958939	9.54993619	10.2968532	10.2405626	10.5468061	9.92142963
case	11.7963474	12.8165411	13.1560674	13.3989624	13.3282178	12.0008781	12.0834745	11.9569158	12.289341	11.8039005
case	10.2748305	10.459023	10.1574936	11.4247291	12.5481639	9.93706987	10.9132644	9.70924022	10.7906416	9.78604984
case	10.694221	11.8569617	12.1243109	11.7208833	13.4229733	10.8650872	10.9635966	10.6598653	11.5308787	10.1000563
case	10.8746911	11.6079103	12.2335955	12.240302	13.9347126	10.6456625	10.969663	11.0212106	11.5848761	10.4086345
case	10.535615	12.336933	12.0748465	12.0489361	13.8714291	10.3658202	9.86389112	10.286081	11.7333656	10.3575622
case	10.0503	11.3477969	12.0142375	11.4268391	12.3881418	10.7485745	10.9198348	10.552484	11.1344748	10.4081233
case	10.5421761	12.0661425	12.3205224	11.950229	13.7768953	10.9062362	10.0744996	10.4944264	11.7143492	10.3261916
case	11.2250007	12.7964966	13.0568862	13.0145604	13.7787797	11.5258498	11.7526112	11.5127847	12.5508913	11.2533286
case	10.4972504	12.1001997	12.6019999	11.6488666	13.072734	10.6483512	10.2430459	10.5314739	11.5485031	9.76635529
case	11.6491738	12.6848549	12.7205986	12.168652	14.1105281	11.291051	11.0820226	11.0994443	12.1244419	10.6343291
case	12.0844412	12.7657304	13.1778333	13.4169359	14.1721716	11.6054397	11.9798409	11.3122109	12.3314346	12.073572
case	10.862521	11.6039167	12.2249694	12.1894589	13.9804609	10.8021039	10.7912814	10.6899613	11.8710136	10.4431769
case	9.89837938	11.1581287	11.6417115	11.9163613	13.4286276	10.5139451	9.83413042	10.3849467	11.1482038	9.93220391
case	10.8554708	12.0672899	12.7750933	12.0686905	13.318256	10.7302836	11.1001791	10.8570492	12.0770237	10.1600364
case	10.4760201	11.3115494	12.5974355	11.4738896	13.3163312	10.8223643	10.7973358	11.2529783	11.9740844	10.5528074
case	10.6675843	11.9668749	12.8057007	12.633107	14.2878812	11.4204821	10.7014381	11.3993378	12.0554376	11.4260522
case	8.66638351	9.57192498	8.49030459	11.0528146	12.4694338	10.0546139	9.37083553	9.98289528	9.99585781	9.22011358
case	9.77264498	10.9469881	11.3966101	11.5488426	13.0619149	10.0666933	9.80806064	9.72628697	10.6707138	9.52960136
case	9.99022028	10.5481052	10.4667556	10.9912894	13.2221194	10.4580713	10.2286924	9.91486436	10.6993816	9.40569801
case	11.2138558	11.7187623	12.3638785	12.6059121	13.2555214	10.7394001	11.1782453	10.4336501	11.8259112	10.9295484
case	10.9492256	11.8513223	12.1512887	12.573973	13.2347167	11.0151139	11.0804398	10.6047237	11.8518103	11.0774226
case	10.0917884	11.2782979	11.3124825	10.4953814	11.8256378	9.84907446	10.0455508	9.69957696	10.8924563	9.88824202
case	8.1888069	7.66901755	5.71717465	8.22487426	9.94901469	8.63515399	7.87275244	8.07993112	8.09655177	7.3610112
case	10.4796206	11.374113	11.5890762	11.5650697	12.457523	10.2143786	10.1506752	10.1988354	10.7416338	9.46406089
case	8.79572215	8.2074068	7.02185612	9.37348574	10.1852694	9.23859844	9.08673574	8.82252016	8.57106696	8.21166348
case	11.2825591	12.7044365	12.9689234	12.3159024	13.0838621	11.5610096	11.4662605	10.9942926	12.0266033	11.1022513
case	10.1672852	11.1323461	11.355589	11.1002103	11.8837369	9.90404553	9.96718734	9.63091615	10.6243139	9.27871962
case	11.8863669	12.0504503	12.1814234	12.0579359	13.4895833	10.5001298	11.0066711	9.18503324	11.8384606	11.0367245
case	10.6337254	11.7732118	12.3243268	11.7901159	12.503544	10.1319637	10.3544731	10.589961	11.2462365	10.3876167
case	10.0189123	11.3730451	11.728466	10.4029683	11.6504231	10.3249276	10.1971172	10.1611231	11.140817	8.8571565
case	11.0985519	12.1262605	12.5258105	12.502345	13.7449211	11.1182513	11.1220417	10.7316169	11.698324	10.7553641
